,date,store,item,sales,ARIMA
100,2017-10-09,1,2,46,58.30000911337262
101,2017-10-10,1,2,52,79.24601491567262
102,2017-10-11,1,2,55,79.6882535212139
103,2017-10-12,1,2,48,62.358015875849546
104,2017-10-13,1,2,53,68.00597775416827
105,2017-10-14,1,2,64,82.56255776831817
106,2017-10-15,1,2,64,71.91564894350327
107,2017-10-16,1,2,44,59.939324534087085
108,2017-10-17,1,2,47,78.31398926484519
109,2017-10-18,1,2,70,79.72369229456348
110,2017-10-19,1,2,45,62.64828345603232
111,2017-10-20,1,2,51,67.87565519014903
112,2017-10-21,1,2,70,82.6189320880542
113,2017-10-22,1,2,61,71.39248983318473
114,2017-10-23,1,2,45,60.86344937821775
115,2017-10-24,1,2,56,77.73934867576097
116,2017-10-25,1,2,66,79.61989355786689
117,2017-10-26,1,2,44,62.92796877198634
118,2017-10-27,1,2,66,67.95165521946751
119,2017-10-28,1,2,61,82.40485795367452
120,2017-10-29,1,2,77,71.16910908456151
121,2017-10-30,1,2,53,61.490132342554844
122,2017-10-31,1,2,50,77.36709444994707
123,2017-11-01,1,2,63,79.42810856537821
124,2017-11-02,1,2,67,63.20707673793326
125,2017-11-03,1,2,75,68.08981805543874
126,2017-11-04,1,2,68,82.08833999829271
127,2017-11-05,1,2,74,71.08079357133552
128,2017-11-06,1,2,69,61.97486005101322
129,2017-11-07,1,2,68,77.09835333870163
130,2017-11-08,1,2,58,79.19147189330721
131,2017-11-09,1,2,62,63.48969514000812
132,2017-11-10,1,2,58,68.24285143407586
133,2017-11-11,1,2,69,81.73944340317064
134,2017-11-12,1,2,76,71.05115526608093
135,2017-11-13,1,2,61,62.38765710895734
136,2017-11-14,1,2,57,76.88256865069152
137,2017-11-15,1,2,55,78.93611496780835
138,2017-11-16,1,2,53,63.77280095618429
139,2017-11-17,1,2,75,68.39487821147006
140,2017-11-18,1,2,78,81.38636343113919
141,2017-11-19,1,2,73,71.04652335618965
142,2017-11-20,1,2,54,62.76087176510489
143,2017-11-21,1,2,55,76.69484247636935
144,2017-11-22,1,2,51,78.67630345884393
145,2017-11-23,1,2,73,64.05258657597874
146,2017-11-24,1,2,68,68.54120804195992
147,2017-11-25,1,2,63,81.03996426189681
148,2017-11-26,1,2,78,71.05238385515845
149,2017-11-27,1,2,58,63.109451617225226
150,2017-11-28,1,2,57,76.52311498869769
151,2017-11-29,1,2,66,78.41935706296803
152,2017-11-30,1,2,80,64.32633184511586
153,2017-12-01,1,2,56,68.68093880885452
154,2017-12-02,1,2,64,80.70409893845323
155,2017-12-03,1,2,59,71.06259069977773
156,2017-12-04,1,2,33,63.44034884663046
157,2017-12-05,1,2,45,76.36159558704938
158,2017-12-06,1,2,50,78.16881253552464
159,2017-12-07,1,2,47,64.5924754469227
160,2017-12-08,1,2,44,68.81428828058917
161,2017-12-09,1,2,50,80.37987127466906
162,2017-12-10,1,2,50,71.07458615220334
163,2017-12-11,1,2,43,63.756885377827906
164,2017-12-12,1,2,37,76.20749903889018
165,2017-12-13,1,2,50,77.92623674117796
166,2017-12-14,1,2,42,64.85027255593619
167,2017-12-15,1,2,52,68.94170247249592
168,2017-12-16,1,2,48,80.0673550553651
169,2017-12-17,1,2,55,71.08732292776716
170,2017-12-18,1,2,37,64.06075338368471
171,2017-12-19,1,2,41,76.0594582803773
172,2017-12-20,1,2,35,77.69220578087881
173,2017-12-21,1,2,39,65.09947115921126
174,2017-12-22,1,2,41,69.06360056013965
175,2017-12-23,1,2,52,79.76626620919227
176,2017-12-24,1,2,47,71.10037654210642
177,2017-12-25,1,2,37,64.35291924782186
178,2017-12-26,1,2,43,75.91676663932303
179,2017-12-27,1,2,55,77.46681309643219
180,2017-12-28,1,2,50,65.34009138062294
181,2017-12-29,1,2,50,69.18032834719435
182,2017-12-30,1,2,56,79.47621456944115
183,2017-12-31,1,2,67,71.11357328338737
184,2017-10-01,1,3,38,45.46176327296669
185,2017-10-02,1,3,32,34.69035245995713
186,2017-10-03,1,3,28,43.53273229914911
187,2017-10-04,1,3,34,37.5438793190585
188,2017-10-05,1,3,40,40.551013442723665
189,2017-10-06,1,3,34,41.013215427630094
190,2017-10-07,1,3,34,37.108231350777196
191,2017-10-08,1,3,47,43.75351546619948
192,2017-10-09,1,3,18,35.78284626906801
193,2017-10-10,1,3,35,43.525580808120964
194,2017-10-11,1,3,39,37.55996127909262
195,2017-10-12,1,3,29,40.62521856329915
196,2017-10-13,1,3,33,41.047393412226214
197,2017-10-14,1,3,42,37.27846802278067
198,2017-10-15,1,3,49,43.624551539905866
199,2017-10-16,1,3,31,35.98981478541572
200,2017-10-17,1,3,37,43.40403289561956
201,2017-10-18,1,3,40,37.670865774326764
202,2017-10-19,1,3,38,40.621027291283916
203,2017-10-20,1,3,41,41.003332677445414
204,2017-10-21,1,3,45,37.4071697510227
205,2017-10-22,1,3,31,43.473161721749506
206,2017-10-23,1,3,30,36.16161852482817
207,2017-10-24,1,3,43,43.26753376444811
208,2017-10-25,1,3,32,37.762612760409006
209,2017-10-26,1,3,35,40.604758833409115
210,2017-10-27,1,3,38,40.9521847073744
211,2017-10-28,1,3,43,37.522931242058085
212,2017-10-29,1,3,31,43.32263879622738
213,2017-10-30,1,3,27,36.321814720313476
214,2017-10-31,1,3,26,43.13312031241631
215,2017-11-01,1,3,50,37.84814060635396
216,2017-11-02,1,3,41,40.58667892575933
217,2017-11-03,1,3,43,40.90191932837192
218,2017-11-04,1,3,41,37.63225758772882
219,2017-11-05,1,3,51,43.1775819182446
220,2017-11-06,1,3,43,36.47452415798115
221,2017-11-07,1,3,37,43.00355284081927
222,2017-11-08,1,3,31,37.92991156576442
223,2017-11-09,1,3,37,40.568610888898526
224,2017-11-10,1,3,23,40.853835753582885
225,2017-11-11,1,3,39,37.73648641080189
226,2017-11-12,1,3,53,43.038580777587484
227,2017-11-13,1,3,35,36.620703348372615
228,2017-11-14,1,3,29,42.87913954010422
229,2017-11-15,1,3,37,38.00846257764026
230,2017-11-16,1,3,38,40.55087696813438
231,2017-11-17,1,3,35,40.80806700196021
232,2017-11-18,1,3,43,37.836030083635826
233,2017-11-19,1,3,43,42.90552210590409
234,2017-11-20,1,3,36,36.76073889950351
235,2017-11-21,1,3,40,42.7597614284082
236,2017-11-22,1,3,38,38.08398542123815
237,2017-11-23,1,3,40,40.53353276847139
238,2017-11-24,1,3,37,40.76454396776414
239,2017-11-25,1,3,41,37.93112923475243
240,2017-11-26,1,3,43,42.77817730661113
241,2017-11-27,1,3,23,36.89490736674883
242,2017-11-28,1,3,36,42.64523077764366
243,2017-11-29,1,3,42,38.156607095438595
244,2017-11-30,1,3,31,40.516586163276735
245,2017-12-01,1,3,30,40.72316608921346
246,2017-12-02,1,3,31,38.021986665167894
247,2017-12-03,1,3,34,42.6563062372049
248,2017-12-04,1,3,21,37.02345714677879
249,2017-12-05,1,3,15,42.535354374301164
250,2017-12-06,1,3,32,38.22643965427166
251,2017-12-07,1,3,34,40.5000361434209
252,2017-12-08,1,3,27,40.683831400363
253,2017-12-09,1,3,36,38.108791412235426
254,2017-12-10,1,3,44,42.539675228935145
255,2017-12-11,1,3,21,37.14662335377449
256,2017-12-12,1,3,28,42.4299444661488
257,2017-12-13,1,3,30,38.29358916760751
258,2017-12-14,1,3,27,40.48387974328856
259,2017-12-15,1,3,30,40.64644166432587
260,2017-12-16,1,3,32,38.191723325096085
261,2017-12-17,1,3,39,42.428059918803925
262,2017-12-18,1,3,21,37.26463080017585
263,2017-12-19,1,3,20,42.328820445510374
264,2017-12-20,1,3,21,38.35815743123768
265,2017-12-21,1,3,23,40.46811330503154
266,2017-12-22,1,3,22,40.61090309793933
267,2017-12-23,1,3,37,38.270954171783956
268,2017-12-24,1,3,33,42.32124540451322
269,2017-12-25,1,3,26,37.37769485445742
270,2017-12-26,1,3,18,42.231808900580724
271,2017-12-27,1,3,26,38.420242387287594
272,2017-12-28,1,3,21,40.4527327367353
273,2017-12-29,1,3,38,40.57712632342836
274,2017-12-30,1,3,27,38.346648118552544
275,2017-12-31,1,3,29,42.21902593955253
276,2017-10-01,1,4,22,28.772672919494653
277,2017-10-02,1,4,21,23.74574810015239
278,2017-10-03,1,4,17,26.74350618891747
279,2017-10-04,1,4,24,28.59760267568857
280,2017-10-05,1,4,25,25.70602302039657
281,2017-10-06,1,4,23,24.376987525165344
282,2017-10-07,1,4,19,27.66102754267619
283,2017-10-08,1,4,21,27.89284778759133
284,2017-10-09,1,4,21,24.02187857634999
285,2017-10-10,1,4,22,26.095819817849264
286,2017-10-11,1,4,26,28.469643591899256
287,2017-10-12,1,4,22,25.868802432607552
288,2017-10-13,1,4,24,24.20370307468676
289,2017-10-14,1,4,26,27.91381992371158
290,2017-10-15,1,4,30,27.614723951475636
291,2017-10-16,1,4,21,24.29987819202085
292,2017-10-17,1,4,14,25.877039311219093
293,2017-10-18,1,4,22,28.622469514664175
294,2017-10-19,1,4,28,25.728954786210775
295,2017-10-20,1,4,20,24.35264885206415
296,2017-10-21,1,4,23,27.79395151794242
297,2017-10-22,1,4,16,27.67125298447982
298,2017-10-23,1,4,17,24.278449129350058
299,2017-10-24,1,4,30,25.9163566304778
300,2017-10-25,1,4,21,28.564192063707402
301,2017-10-26,1,4,17,25.759046508309492
302,2017-10-27,1,4,24,24.368262643917607
303,2017-10-28,1,4,26,27.77548416781451
304,2017-10-29,1,4,31,27.653153056113595
305,2017-10-30,1,4,7,24.31025012906275
306,2017-10-31,1,4,20,25.918483805491583
307,2017-11-01,1,4,23,28.53110065943695
308,2017-11-02,1,4,22,25.7734037005175
309,2017-11-03,1,4,20,24.39239361414693
310,2017-11-04,1,4,17,27.753155135663807
311,2017-11-05,1,4,21,27.636416310299264
312,2017-11-06,1,4,20,24.34229373478771
313,2017-11-07,1,4,25,25.91886324838798
314,2017-11-08,1,4,16,28.50076311149932
315,2017-11-09,1,4,22,25.785063340295796
316,2017-11-10,1,4,31,24.418557969460995
317,2017-11-11,1,4,27,27.729072829188176
318,2017-11-12,1,4,36,27.62169011923995
319,2017-11-13,1,4,16,24.372335687622336
320,2017-11-14,1,4,19,25.920538317974263
321,2017-11-15,1,4,27,28.469874113048714
322,2017-11-16,1,4,21,25.79724287832779
323,2017-11-17,1,4,24,24.44382967106708
324,2017-11-18,1,4,29,27.705781092590957
325,2017-11-19,1,4,30,27.606834014797553
326,2017-11-20,1,4,18,24.40212228206842
327,2017-11-21,1,4,30,25.92213161766405
328,2017-11-22,1,4,24,28.43948723191646
329,2017-11-23,1,4,23,25.80915222304478
330,2017-11-24,1,4,25,24.468791464308318
331,2017-11-25,1,4,29,27.68286564413107
332,2017-11-26,1,4,28,27.59212381804563
333,2017-11-27,1,4,21,24.43148111072148
334,2017-11-28,1,4,23,25.92374901854311
335,2017-11-29,1,4,18,28.40953968114913
336,2017-11-30,1,4,16,25.8208182245015
337,2017-12-01,1,4,23,24.493446653679957
338,2017-12-02,1,4,16,27.66030808929655
339,2017-12-03,1,4,15,27.577577677373256
340,2017-12-04,1,4,10,24.46039633812118
341,2017-12-05,1,4,15,25.925411347067616
342,2017-12-06,1,4,13,28.380004970760893
343,2017-12-07,1,4,14,25.83226321723256
344,2017-12-08,1,4,16,24.51778365971286
345,2017-12-09,1,4,22,27.638115400055
346,2017-12-10,1,4,18,27.563184062470118
347,2017-12-11,1,4,10,24.488882212696275
348,2017-12-12,1,4,17,25.927111171229427
349,2017-12-13,1,4,11,28.350881815755834
350,2017-12-14,1,4,18,25.843488039544486
351,2017-12-15,1,4,15,24.541808531754178
352,2017-12-16,1,4,19,27.616280476378087
353,2017-12-17,1,4,14,27.54894249094336
354,2017-12-18,1,4,11,24.516944508600428
355,2017-12-19,1,4,17,25.92884728557903
356,2017-12-20,1,4,22,28.322164567458763
357,2017-12-21,1,4,16,25.85449653503914
358,2017-12-22,1,4,16,24.56552523899976
359,2017-12-23,1,4,17,27.59479757378373
360,2017-12-24,1,4,11,27.534851766900914
361,2017-12-25,1,4,11,24.544589251597014
362,2017-12-26,1,4,15,25.930618427584395
363,2017-12-27,1,4,16,28.29384758523073
364,2017-12-28,1,4,20,25.86529263644851
365,2017-12-29,1,4,25,24.58893750921298
366,2017-12-30,1,4,19,27.57366124035705
367,2017-12-31,1,4,15,27.520910502699746
368,2017-10-01,1,5,20,18.789546244084587
369,2017-10-02,1,5,15,15.555640724150892
370,2017-10-03,1,5,22,20.18962389547816
371,2017-10-04,1,5,15,15.743460623318459
372,2017-10-05,1,5,19,18.882266799981426
373,2017-10-06,1,5,22,17.49664822775783
374,2017-10-07,1,5,19,16.892113709944837
375,2017-10-08,1,5,20,19.35664969122283
376,2017-10-09,1,5,14,15.496936876323787
377,2017-10-10,1,5,14,19.976862509047454
378,2017-10-11,1,5,17,15.753342004548283
379,2017-10-12,1,5,12,18.87190992605737
380,2017-10-13,1,5,14,17.46429012426197
381,2017-10-14,1,5,28,16.871940080188338
382,2017-10-15,1,5,18,19.335600866065644
383,2017-10-16,1,5,12,15.47877541538423
384,2017-10-17,1,5,13,19.954413835135846
385,2017-10-18,1,5,21,15.736681404188811
386,2017-10-19,1,5,11,18.851752624724693
387,2017-10-20,1,5,22,17.446553407516625
388,2017-10-21,1,5,31,16.855096715268644
389,2017-10-22,1,5,19,19.316573348939336
390,2017-10-23,1,5,16,15.464563972144065
391,2017-10-24,1,5,12,19.935421234036788
392,2017-10-25,1,5,23,15.723163195302694
393,2017-10-26,1,5,26,18.83478227464535
394,2017-10-27,1,5,22,17.43191683527501
395,2017-10-28,1,5,16,16.841251969039956
396,2017-10-29,1,5,21,19.300473917132745
397,2017-10-30,1,5,14,15.453200276172897
398,2017-10-31,1,5,17,19.919206074268594
399,2017-11-01,1,5,11,15.712343523024877
400,2017-11-02,1,5,18,18.820444324370943
401,2017-11-03,1,5,15,17.419840779010705
402,2017-11-04,1,5,21,16.829900209967015
403,2017-11-05,1,5,28,19.28680465032987
404,2017-11-06,1,5,15,15.444197924109082
405,2017-11-07,1,5,17,19.905296100706398
406,2017-11-08,1,5,18,15.703762442778237
407,2017-11-09,1,5,16,18.808290745785072
408,2017-11-10,1,5,15,17.40988907668358
409,2017-11-11,1,5,22,16.820616763584123
410,2017-11-12,1,5,28,19.275152033437934
411,2017-11-13,1,5,12,15.437154291533982
412,2017-11-14,1,5,15,19.893299279631947
413,2017-11-15,1,5,19,15.697038244405297
414,2017-11-16,1,5,19,18.79794986862407
415,2017-11-17,1,5,20,17.401699842947078
416,2017-11-18,1,5,26,16.81304926818772
417,2017-11-19,1,5,20,19.265172975142967
418,2017-11-20,1,5,15,15.431735321908418
419,2017-11-21,1,5,20,19.882890339115846
420,2017-11-22,1,5,14,15.69185422336942
421,2017-11-23,1,5,23,18.789113317477316
422,2017-11-24,1,5,24,17.394972821399598
423,2017-11-25,1,5,25,16.806905369135865
424,2017-11-26,1,5,32,19.25658281196993
425,2017-11-27,1,5,20,15.42766384884035
426,2017-11-28,1,5,18,19.87379940017652
427,2017-11-29,1,5,9,15.687947610269248
428,2017-11-30,1,5,20,18.78152523263655
429,2017-12-01,1,5,13,17.38945888925399
430,2017-12-02,1,5,18,16.80194249969161
431,2017-12-03,1,5,19,19.249145358057078
432,2017-12-04,1,5,13,15.424709907733972
433,2017-12-05,1,5,16,19.865802543401987
434,2017-12-06,1,5,15,15.685100385722412
435,2017-12-07,1,5,10,18.774973326709624
436,2017-12-08,1,5,6,17.384951349319234
437,2017-12-09,1,5,14,16.797959402178027
438,2017-12-10,1,5,18,19.242664649453275
439,2017-12-11,1,5,11,15.422682697356734
440,2017-12-12,1,5,13,19.858713982068593
441,2017-12-13,1,5,16,15.683131659468426
442,2017-12-14,1,5,9,18.769281464286546
443,2017-12-15,1,5,23,17.38127870495133
444,2017-12-16,1,5,23,16.79478909307458
445,2017-12-17,1,5,16,19.236978094355628
446,2017-12-18,1,5,10,15.421423910345812
447,2017-12-19,1,5,9,19.85237956817204
448,2017-12-20,1,5,11,15.681891347304937
449,2017-12-21,1,5,14,18.76430350528316
450,2017-12-22,1,5,6,17.378298665424953
451,2017-12-23,1,5,19,16.792293026152564
452,2017-12-24,1,5,15,19.231950789856775
453,2017-12-25,1,5,12,15.420802199524545
454,2017-12-26,1,5,10,19.846671404376686
455,2017-12-27,1,5,6,15.68125492483723
456,2017-12-28,1,5,15,18.75991819675897
457,2017-12-29,1,5,17,17.37589317218603
458,2017-12-30,1,5,22,16.79035624962443
459,2017-12-31,1,5,17,19.227470806546062
460,2017-10-01,1,6,70,73.78163343466055
461,2017-10-02,1,6,40,58.16432585366355
462,2017-10-03,1,6,58,73.15090778896878
463,2017-10-04,1,6,61,76.65146665030431
464,2017-10-05,1,6,52,61.67163646995733
465,2017-10-06,1,6,51,69.5636692572333
466,2017-10-07,1,6,72,69.20515893193638
467,2017-10-08,1,6,73,72.85813960931809
468,2017-10-09,1,6,46,61.10897201876562
469,2017-10-10,1,6,45,71.21234222660479
470,2017-10-11,1,6,62,73.93716448127233
471,2017-10-12,1,6,47,63.846100613768
472,2017-10-13,1,6,53,67.20212509242076
473,2017-10-14,1,6,56,72.03869150057747
474,2017-10-15,1,6,84,71.0024278703084
475,2017-10-16,1,6,47,62.406272294629304
476,2017-10-17,1,6,57,70.68165780515503
477,2017-10-18,1,6,52,73.39871100154703
478,2017-10-19,1,6,43,64.78163468421678
479,2017-10-20,1,6,56,66.27486385197392
480,2017-10-21,1,6,53,72.93698684118986
481,2017-10-22,1,6,77,70.15450703035043
482,2017-10-23,1,6,51,63.09892289508793
483,2017-10-24,1,6,48,70.3979078248368
484,2017-10-25,1,6,46,73.20165638399098
485,2017-10-26,1,6,48,65.1664496370841
486,2017-10-27,1,6,55,65.974632897026
487,2017-10-28,1,6,65,73.19226124822849
488,2017-10-29,1,6,82,69.79508202414577
489,2017-10-30,1,6,50,63.49077574684699
490,2017-10-31,1,6,73,70.22687146379889
491,2017-11-01,1,6,63,73.07744149195767
492,2017-11-02,1,6,56,65.36038459129718
493,2017-11-03,1,6,64,65.91514272068302
494,2017-11-04,1,6,71,73.2041584849951
495,2017-11-05,1,6,66,69.6407129872726
496,2017-11-06,1,6,75,63.742258061927686
497,2017-11-07,1,6,70,70.1180778613649
498,2017-11-08,1,6,63,72.96603731928535
499,2017-11-09,1,6,62,65.49008228802072
500,2017-11-10,1,6,66,65.94300577368394
501,2017-11-11,1,6,66,73.12443888890293
502,2017-11-12,1,6,88,69.57034772532799
503,2017-11-13,1,6,49,63.929629489044615
504,2017-11-14,1,6,73,70.04196537231728
505,2017-11-15,1,6,57,72.85487358602953
506,2017-11-16,1,6,64,65.59791691200401
507,2017-11-17,1,6,64,66.00087589338254
508,2017-11-18,1,6,67,73.0121838132562
509,2017-11-19,1,6,63,69.53393830261616
510,2017-11-20,1,6,52,64.08717151167765
511,2017-11-21,1,6,58,69.9824388743991
512,2017-11-22,1,6,55,72.74311155207164
513,2017-11-23,1,6,58,65.69747875105182
514,2017-11-24,1,6,66,66.06793762843094
515,2017-11-25,1,6,72,72.89013778567877
516,2017-11-26,1,6,73,69.5111153351419
517,2017-11-27,1,6,50,64.22986951436233
518,2017-11-28,1,6,60,69.93141628565681
519,2017-11-29,1,6,67,72.63201733030341
520,2017-11-30,1,6,63,65.79286035773251
521,2017-12-01,1,6,56,66.13684484754003
522,2017-12-02,1,6,48,72.76688450199607
523,2017-12-03,1,6,62,69.49370825265753
524,2017-12-04,1,6,48,64.36416890897114
525,2017-12-05,1,6,42,69.88504513621025
526,2017-12-06,1,6,31,72.52268438951461
527,2017-12-07,1,6,37,65.88518517210943
528,2017-12-08,1,6,60,66.20510227250746
529,2017-12-09,1,6,57,72.64556614801057
530,2017-12-10,1,6,70,69.47848707135964
531,2017-12-11,1,6,41,64.4928284976255
532,2017-12-12,1,6,52,69.84154441938162
533,2017-12-13,1,6,48,72.41574182996835
534,2017-12-14,1,6,50,65.97472850835005
535,2017-12-15,1,6,50,66.27191628478317
536,2017-12-16,1,6,62,72.52726742115311
537,2017-12-17,1,6,47,69.46419411902544
538,2017-12-18,1,6,31,64.61704644580338
539,2017-12-19,1,6,39,69.80009926616036
540,2017-12-20,1,6,43,72.31148176410252
541,2017-12-21,1,6,53,66.06156299642235
542,2017-12-22,1,6,50,66.33707044800212
543,2017-12-23,1,6,48,72.41230948404775
544,2017-12-24,1,6,50,69.45034786268225
545,2017-12-25,1,6,27,64.73737070983171
546,2017-12-26,1,6,36,69.76033024678698
547,2017-12-27,1,6,32,72.21000508260926
548,2017-12-28,1,6,51,66.14573378412496
549,2017-12-29,1,6,55,66.40053502647142
550,2017-12-30,1,6,55,72.30073684096469
551,2017-12-31,1,6,53,69.43676772418772
552,2017-10-01,1,7,70,70.26243559749888
553,2017-10-02,1,7,44,48.48187984836373
554,2017-10-03,1,7,51,71.43999490940088
555,2017-10-04,1,7,55,66.53094938953699
556,2017-10-05,1,7,47,66.84772838073638
557,2017-10-06,1,7,46,60.47399890952795
558,2017-10-07,1,7,72,76.3671990041575
559,2017-10-08,1,7,77,67.20214228672089
560,2017-10-09,1,7,40,57.17623798511727
561,2017-10-10,1,7,47,70.6615998649676
562,2017-10-11,1,7,52,71.17260476093736
563,2017-10-12,1,7,55,63.11287704094306
564,2017-10-13,1,7,51,60.86545945305945
565,2017-10-14,1,7,65,75.11515183198077
566,2017-10-15,1,7,63,66.92640010291078
567,2017-10-16,1,7,55,58.78796854897718
568,2017-10-17,1,7,68,69.45055714054358
569,2017-10-18,1,7,44,72.58688799322783
570,2017-10-19,1,7,62,61.830694254055985
571,2017-10-20,1,7,70,61.7449881806857
572,2017-10-21,1,7,70,74.39868398582752
573,2017-10-22,1,7,72,67.13282660972217
574,2017-10-23,1,7,57,59.09065672076146
575,2017-10-24,1,7,62,69.0341283152405
576,2017-10-25,1,7,50,72.98101348785491
577,2017-10-26,1,7,61,61.43119296385725
578,2017-10-27,1,7,63,62.20657459405858
579,2017-10-28,1,7,74,73.95562956845174
580,2017-10-29,1,7,78,67.33520929433386
581,2017-10-30,1,7,43,59.15442646619161
582,2017-10-31,1,7,59,68.91694534655366
583,2017-11-01,1,7,47,73.02080713710711
584,2017-11-02,1,7,52,61.37144639448662
585,2017-11-03,1,7,80,62.411805924236184
586,2017-11-04,1,7,58,73.6895809216041
587,2017-11-05,1,7,79,67.45689461353778
588,2017-11-06,1,7,54,59.207138236090614
589,2017-11-07,1,7,58,68.86964193281874
590,2017-11-08,1,7,66,72.95439418372129
591,2017-11-09,1,7,60,61.43088676635031
592,2017-11-10,1,7,56,62.50570034384323
593,2017-11-11,1,7,56,73.5142384031637
594,2017-11-12,1,7,62,67.51979531925797
595,2017-11-13,1,7,57,59.28368033173821
596,2017-11-14,1,7,64,68.82634112560653
597,2017-11-15,1,7,58,72.86512204004441
598,2017-11-16,1,7,69,61.525033740674616
599,2017-11-17,1,7,58,62.55890019781596
600,2017-11-18,1,7,62,73.37843738299725
601,2017-11-19,1,7,81,67.55220815477804
602,2017-11-20,1,7,41,59.377952859407614
603,2017-11-21,1,7,62,68.77593843683061
604,2017-11-22,1,7,71,72.7757574828821
605,2017-11-23,1,7,59,61.62555839259701
606,2017-11-24,1,7,68,62.59957703859204
